"treenum"	"date"	"HMS"	"obsnum"	"time"	"photo"	"cond"	"ci"	"trmmol"	"VpdL"	"Area"	"StmRat"	"BLCond"	"Tair"	"Tleaf"	"TBlk"	"CO2R"	"CO2S"	"H2OR"	"H2OS"	"RH_R"	"RH_S"	"Flow"	"PARi"	"PARo"	"Press"	"C2Mch"	"H2Mch"
124	7/28/1999 0:00:00	12/30/1899 12:55:51	1.00	62.95	0.83	0.23	331.00	2.18	0.97	6.00	0.00	1.42	21.42	20.37	21.34	345.40	343.50	12.72	15.29	46.31	55.66	500.60	50.50	0.12	93.22	1.10	-0.01
124	7/28/1999 0:00:00	12/30/1899 12:55:51	2.00	78.70	1.76	0.20	321.00	1.82	0.92	6.00	0.00	1.42	21.44	20.42	21.37	344.10	341.20	13.83	15.97	50.26	58.06	500.40	51.04	0.30	93.22	1.10	-0.01
127	7/28/1999 0:00:00	12/30/1899 13:11:04	1.00	113.69	1.83	0.23	326.00	1.97	0.88	6.00	0.00	1.42	20.85	19.61	20.81	347.90	344.90	12.79	15.11	48.19	56.96	500.60	51.31	1.13	93.21	1.10	-0.01
127	7/28/1999 0:00:00	12/30/1899 13:11:04	2.00	123.44	1.59	0.20	325.00	1.73	0.88	6.00	0.00	1.42	20.85	19.65	20.82	347.20	344.60	13.08	15.12	49.29	56.99	500.70	51.06	0.41	93.21	1.10	-0.01
129	7/28/1999 0:00:00	12/30/1899 13:23:33	1.00	125.17	0.48	0.28	337.00	2.27	0.87	6.00	0.00	1.42	21.03	19.49	21.10	346.90	345.30	12.34	15.01	45.98	55.95	500.50	50.31	0.02	93.20	1.10	-0.01
129	7/28/1999 0:00:00	12/30/1899 13:23:33	2.00	150.67	1.38	0.32	333.00	2.51	0.88	6.00	0.00	1.42	20.99	19.40	21.08	349.10	346.40	11.85	14.82	44.27	55.35	500.60	50.46	0.48	93.20	1.10	-0.01
125	7/28/1999 0:00:00	12/30/1899 12:42:38	1.00	119.96	1.87	0.18	323.00	1.61	0.88	6.00	0.00	1.42	20.34	19.08	20.38	348.70	345.80	12.40	14.30	48.25	55.64	500.50	50.59	0.17	93.23	1.10	-0.01
125	7/28/1999 0:00:00	12/30/1899 12:42:38	2.00	130.46	1.50	0.19	327.00	1.63	0.89	6.00	0.00	1.42	20.34	19.03	20.38	348.60	346.10	12.23	14.16	47.59	55.09	500.70	50.46	0.50	93.23	1.10	-0.01
178	7/30/1999 0:00:00	12/30/1899 12:12:43	1.00	67.48	0.84	0.14	341.00	1.90	1.30	6.00	0.00	1.42	24.11	22.73	24.33	360.60	358.70	13.60	15.85	41.88	48.81	500.60	50.87	0.37	92.88	1.40	0.02
178	7/30/1999 0:00:00	12/30/1899 12:12:43	2.00	82.48	1.38	0.13	335.00	1.73	1.32	6.00	0.00	1.42	24.07	22.69	24.31	363.50	361.10	13.59	15.64	41.97	48.28	500.70	50.80	0.11	92.88	1.40	0.02
146	7/29/1999 0:00:00	12/30/1899 12:37:05	1.00	146.70	-0.35	0.24	347.00	1.85	0.77	4.50	0.00	1.75	21.20	20.03	21.29	349.40	349.10	15.37	17.00	56.42	62.44	500.50	51.12	0.41	92.81	0.00	0.53
146	7/29/1999 0:00:00	12/30/1899 12:37:05	2.00	159.45	1.81	0.30	337.00	2.39	0.83	4.50	0.00	1.75	21.24	20.07	21.34	354.90	352.50	14.30	16.42	52.39	60.15	500.50	51.22	0.20	92.81	0.00	0.53
142	7/29/1999 0:00:00	12/30/1899 12:07:38	1.00	165.98	-1.95	0.33	360.00	2.30	0.78	6.00	0.00	1.42	20.96	19.58	21.09	351.90	353.20	13.52	16.23	50.42	60.52	500.60	49.70	0.01	92.82	0.00	0.53
142	7/29/1999 0:00:00	12/30/1899 12:07:38	2.00	177.23	-1.11	0.29	356.00	2.10	0.78	6.00	0.00	1.42	20.97	19.56	21.11	353.00	353.40	13.68	16.15	50.96	60.18	500.40	49.74	0.37	92.81	0.00	0.53
144	7/29/1999 0:00:00	12/30/1899 12:21:37	1.00	139.97	-0.26	0.29	348.00	1.96	0.73	6.00	0.00	1.42	19.85	18.65	19.97	351.00	350.50	12.99	15.31	51.84	61.09	500.70	50.44	0.06	92.81	0.00	0.53
144	7/29/1999 0:00:00	12/30/1899 12:21:37	2.00	167.72	-0.57	0.31	350.00	2.12	0.75	6.00	0.00	1.42	19.76	18.56	19.87	351.10	350.90	12.48	14.98	50.12	60.16	500.70	50.58	0.09	92.82	0.00	0.53
84	7/24/1999 0:00:00	12/30/1899 11:31:39	1.00	64.18	1.74	0.23	342.00	1.66	0.74	6.00	0.00	1.42	17.62	13.98	20.07	362.20	359.40	7.21	9.18	33.22	42.29	500.60	51.35	0.44	93.15	-1.70	0.87
84	7/24/1999 0:00:00	12/30/1899 11:31:39	2.00	88.93	1.83	0.23	339.00	1.59	0.74	6.00	0.00	1.42	17.67	14.05	20.09	361.10	358.20	7.45	9.34	34.23	42.91	500.80	50.00	0.52	93.16	-1.70	0.87
87	7/24/1999 0:00:00	12/30/1899 11:22:29	1.00	38.19	0.92	0.22	347.00	1.69	0.80	6.00	0.00	1.42	18.02	14.88	20.08	361.50	359.60	7.55	9.55	33.91	42.91	500.50	49.21	1.08	93.15	-1.70	0.87
87	7/24/1999 0:00:00	12/30/1899 11:22:29	2.00	44.19	0.85	0.22	347.00	1.70	0.81	6.00	0.00	1.42	18.02	14.90	20.08	360.90	359.10	7.52	9.54	33.78	42.86	500.60	49.17	0.49	93.15	-1.70	0.87
143	7/29/1999 0:00:00	12/30/1899 12:11:40	1.00	70.48	-1.29	0.33	353.00	2.20	0.72	6.00	0.00	1.42	21.04	19.65	21.21	349.60	350.30	14.29	16.87	52.99	62.59	500.50	49.28	0.17	92.82	0.00	0.53
143	7/29/1999 0:00:00	12/30/1899 12:11:40	2.00	81.73	-1.33	0.33	354.00	2.27	0.75	6.00	0.00	1.42	21.03	19.62	21.20	350.30	351.00	13.88	16.56	51.53	61.47	500.60	48.87	0.20	92.82	0.00	0.53
145	7/29/1999 0:00:00	12/30/1899 12:27:16	1.00	92.21	-2.06	0.29	359.00	1.69	0.60	4.50	0.00	1.75	19.44	18.37	19.51	349.20	350.50	14.80	16.30	60.61	66.73	500.50	49.36	0.16	92.82	0.00	0.53
145	7/29/1999 0:00:00	12/30/1899 12:27:16	2.00	128.96	0.99	0.48	342.00	2.57	0.61	4.50	0.00	1.75	19.46	18.43	19.51	351.30	349.60	14.05	16.33	57.47	66.77	500.50	49.69	0.16	92.82	0.00	0.53
86	7/24/1999 0:00:00	12/30/1899 11:25:55	1.00	56.44	1.76	0.27	342.00	1.92	0.76	6.00	0.00	1.42	17.91	14.63	20.08	361.50	358.60	7.41	9.69	33.51	43.82	500.40	50.37	0.41	93.16	-1.70	0.87
86	7/24/1999 0:00:00	12/30/1899 11:25:55	2.00	71.44	1.32	0.27	346.00	1.91	0.77	6.00	0.00	1.42	17.93	14.65	20.08	361.80	359.40	7.42	9.69	33.52	43.80	500.40	50.49	0.08	93.15	-1.70	0.87
147	7/29/1999 0:00:00	12/30/1899 12:41:15	1.00	56.20	-2.02	0.30	358.00	2.38	0.83	4.50	0.00	1.75	21.39	20.37	21.54	349.50	350.60	14.73	16.83	53.47	61.09	500.50	49.15	0.15	92.81	0.00	0.53
147	7/29/1999 0:00:00	12/30/1899 12:41:15	2.00	114.70	-1.12	0.31	352.00	2.38	0.81	4.50	0.00	1.75	21.29	20.25	21.44	350.40	350.70	14.80	16.90	54.08	61.75	500.60	49.34	0.89	92.80	0.00	0.53
85	7/24/1999 0:00:00	12/30/1899 11:28:42	1.00	36.44	1.97	0.21	336.00	1.56	0.76	6.00	0.00	1.42	17.86	14.46	20.08	360.50	357.40	7.69	9.54	34.88	43.28	500.60	48.53	0.60	93.16	-1.70	0.87
85	7/24/1999 0:00:00	12/30/1899 11:28:42	2.00	50.69	1.71	0.24	341.00	1.73	0.76	6.00	0.00	1.42	17.88	14.46	20.08	361.60	358.80	7.47	9.52	33.82	43.13	500.50	48.88	0.48	93.15	-1.70	0.87
82	7/24/1999 0:00:00	12/30/1899 11:40:10	1.00	42.18	1.67	0.27	346.00	1.60	0.64	6.00	0.00	1.42	17.74	13.89	20.05	363.40	360.70	8.33	10.23	38.08	46.76	500.70	49.18	0.00	93.18	-1.70	0.87
82	7/24/1999 0:00:00	12/30/1899 11:40:10	2.00	54.93	1.77	0.27	345.00	1.59	0.63	6.00	0.00	1.42	17.53	13.82	20.07	363.30	360.40	8.29	10.17	38.39	47.12	500.70	49.10	0.01	93.18	-1.70	0.87
83	7/24/1999 0:00:00	12/30/1899 11:35:09	1.00	157.18	3.34	0.17	318.00	1.47	0.88	6.00	0.00	1.42	17.73	16.20	20.07	362.20	357.60	8.60	10.34	39.37	47.34	501.20	2733.00	0.02	93.17	-1.70	0.87
83	7/24/1999 0:00:00	12/30/1899 11:35:09	2.00	184.18	1.74	0.29	343.00	1.85	0.69	6.00	0.00	1.42	17.78	14.45	20.07	361.40	358.50	8.13	10.32	37.07	47.10	500.60	51.47	0.13	93.17	-1.70	0.87
105	7/27/1999 0:00:00	12/30/1899 12:37:09	1.00	101.45	13.90	0.29	251.00	3.23	1.12	1.00	0.00	2.43	19.68	19.29	20.06	343.70	338.70	11.01	12.07	44.72	49.04	300.80	1201.00	0.16	93.46	-5.40	0.36
105	7/27/1999 0:00:00	12/30/1899 12:37:09	2.00	117.95	17.40	0.42	258.00	4.32	1.11	1.00	0.00	2.43	19.68	19.29	20.06	345.80	339.50	10.78	12.20	43.81	49.58	300.80	1201.00	0.48	93.45	-5.40	0.36
100	7/27/1999 0:00:00	12/30/1899 12:41:21	1.00	48.94	33.10	0.43	191.00	4.58	1.15	1.00	0.00	2.43	19.70	19.29	20.07	349.10	337.60	10.24	11.74	41.53	47.64	300.60	1201.00	0.13	93.45	-5.40	0.36
100	7/27/1999 0:00:00	12/30/1899 12:41:21	2.00	75.19	26.50	0.35	193.00	3.75	1.12	1.00	0.00	2.43	19.71	19.30	20.06	342.80	333.60	10.80	12.03	43.79	48.78	300.60	1200.00	0.13	93.45	-5.40	0.36
103	7/27/1999 0:00:00	12/30/1899 12:31:14	1.00	5.70	14.10	0.06	10.00	0.96	1.31	1.00	0.00	2.43	19.84	19.87	20.05	352.10	347.30	10.53	10.84	42.35	43.62	300.70	1202.00	0.01	93.46	-5.40	0.36
103	7/27/1999 0:00:00	12/30/1899 12:31:14	2.00	61.95	10.50	0.10	171.00	1.42	1.31	1.00	0.00	2.43	19.81	19.76	20.05	350.00	346.30	10.21	10.68	41.15	43.03	300.70	1200.00	0.17	93.45	-5.40	0.36
104	7/27/1999 0:00:00	12/30/1899 12:33:50	1.00	47.70	12.50	0.12	172.00	1.67	1.31	1.00	0.00	2.43	19.76	19.55	20.06	351.50	347.10	9.83	10.38	39.76	41.99	300.70	1199.00	0.00	93.46	-5.40	0.36
104	7/27/1999 0:00:00	12/30/1899 12:33:50	2.00	76.20	13.30	0.06	20.50	0.94	1.31	1.00	0.00	2.43	19.76	19.62	20.06	349.70	345.20	10.25	10.56	41.42	42.67	300.60	1199.00	0.11	93.46	-5.40	0.36
134	7/29/1999 0:00:00	12/30/1899 11:32:02	1.00	91.27	10.60	0.34	272.00	2.43	0.79	6.00	0.00	1.42	20.31	20.91	20.27	349.20	335.50	15.35	18.21	59.55	70.66	500.60	1201.00	0.05	92.82	0.00	0.53
134	7/29/1999 0:00:00	12/30/1899 11:32:02	2.00	137.01	7.58	0.23	269.00	1.79	0.81	6.00	0.00	1.42	20.35	20.92	20.31	342.80	333.00	15.94	18.04	61.68	69.81	500.70	1201.00	0.27	92.82	0.00	0.53
131	7/29/1999 0:00:00	12/30/1899 11:46:52	1.00	65.00	9.19	0.24	258.00	2.03	0.88	6.00	0.00	1.42	21.04	21.33	21.08	343.50	331.70	15.51	17.90	57.56	66.40	500.60	1200.00	0.28	92.82	0.00	0.53
131	7/29/1999 0:00:00	12/30/1899 11:46:52	2.00	103.25	8.37	0.26	272.00	2.33	0.94	6.00	0.00	1.42	21.16	21.46	21.19	346.60	335.60	14.72	17.46	54.18	64.29	500.50	1200.00	0.06	92.82	0.00	0.53
130	7/29/1999 0:00:00	12/30/1899 12:00:26	1.00	68.74	7.63	0.24	274.00	2.14	0.92	6.00	0.00	1.42	21.18	21.15	21.29	345.40	335.40	14.67	17.20	53.96	63.25	500.50	1201.00	0.00	92.81	0.00	0.53
130	7/29/1999 0:00:00	12/30/1899 12:00:26	2.00	79.99	9.61	0.35	279.00	2.85	0.91	6.00	0.00	1.42	21.15	21.17	21.25	349.00	336.30	14.02	17.38	51.67	64.03	500.50	1201.00	0.42	92.82	0.00	0.53
130	7/29/1999 0:00:00	12/30/1899 12:00:26	3.00	89.74	8.99	0.41	289.00	3.38	0.96	6.00	0.00	1.42	21.13	21.13	21.23	350.20	338.00	12.76	16.75	47.08	61.81	500.40	1201.00	0.28	92.82	0.00	0.53
101	7/27/1999 0:00:00	12/30/1899 12:21:29	1.00	60.46	23.30	0.25	179.00	3.95	1.54	1.00	0.00	2.43	20.78	21.98	20.05	350.90	342.70	10.53	11.83	39.97	44.90	300.70	1200.00	0.31	93.44	-5.40	0.36
101	7/27/1999 0:00:00	12/30/1899 12:21:29	2.00	79.96	20.10	0.20	167.00	3.23	1.58	1.00	0.00	2.43	20.79	22.05	20.05	350.40	343.30	10.50	11.56	39.83	43.86	300.50	1200.00	0.37	93.44	-5.40	0.36
78	7/21/1999 0:00:00	12/30/1899 13:02:18	1.00	98.18	3.71	8.02e-03	-401.00	0.17	2.02	6.00	0.00	1.42	25.49	25.85	26.12	346.80	342.20	14.09	14.30	39.78	40.37	500.50	1199.00	0.70	92.44	1.20	0.00
78	7/21/1999 0:00:00	12/30/1899 13:02:18	2.00	110.93	4.02	0.01	-0.63	0.42	2.04	6.00	0.00	1.42	25.49	25.89	26.12	348.80	343.80	13.73	14.23	38.76	40.19	500.50	1199.00	0.27	92.44	1.20	0.00
102	7/27/1999 0:00:00	12/30/1899 12:24:34	1.00	47.96	23.00	0.47	245.00	5.95	1.38	1.00	0.00	2.43	20.44	21.06	20.05	350.90	342.60	10.07	12.03	39.02	46.60	300.70	1200.00	0.02	93.44	-5.40	0.36
102	7/27/1999 0:00:00	12/30/1899 12:24:34	2.00	58.46	19.20	0.42	252.00	5.41	1.37	1.00	0.00	2.43	20.41	20.97	20.04	349.30	342.30	10.17	11.95	39.47	46.37	300.70	1201.00	0.42	93.44	-5.40	0.36
132	7/29/1999 0:00:00	12/30/1899 11:50:28	1.00	69.00	11.70	0.35	264.00	2.85	0.90	6.00	0.00	1.42	21.33	21.40	21.36	347.30	332.20	14.41	17.76	52.51	64.75	500.60	1200.00	0.33	92.82	0.00	0.53
132	7/29/1999 0:00:00	12/30/1899 11:50:28	2.00	162.75	11.00	0.40	275.00	3.26	0.94	6.00	0.00	1.42	21.38	21.44	21.41	349.40	334.80	13.58	17.42	49.34	63.30	500.50	1200.00	0.00	92.82	0.00	0.53
133	7/29/1999 0:00:00	12/30/1899 11:35:58	1.00	25.51	8.64	0.33	282.00	2.43	0.81	6.00	0.00	1.42	20.34	20.79	20.33	347.20	335.80	14.91	17.77	57.73	68.80	500.70	1200.00	0.50	92.83	0.00	0.53
133	7/29/1999 0:00:00	12/30/1899 11:35:58	2.00	57.76	8.30	0.26	273.00	2.03	0.82	6.00	0.00	1.42	20.33	20.76	20.33	346.40	335.70	15.22	17.61	58.99	68.26	500.40	1201.00	0.11	92.82	0.00	0.53
77	7/21/1999 0:00:00	12/30/1899 12:48:44	1.00	116.95	6.01	0.05	157.00	1.17	1.88	6.00	0.00	1.42	25.63	25.71	26.12	343.80	336.10	14.19	15.57	39.76	43.62	500.50	1200.00	0.30	92.45	1.20	0.00
77	7/21/1999 0:00:00	12/30/1899 12:48:44	2.00	127.45	5.99	0.06	171.00	1.29	1.92	6.00	0.00	1.42	25.63	25.78	26.12	344.10	336.40	13.77	15.29	38.56	42.83	500.50	1200.00	0.28	92.45	1.20	0.00
81	7/21/1999 0:00:00	12/30/1899 12:32:37	1.00	114.46	10.90	0.12	168.00	2.36	1.88	6.00	0.00	1.42	25.99	26.39	26.11	341.60	327.70	14.27	17.05	39.10	46.73	500.60	1201.00	0.05	92.44	1.20	0.00
81	7/21/1999 0:00:00	12/30/1899 12:32:37	2.00	168.46	9.10	0.09	158.00	1.87	1.87	6.00	0.00	1.42	25.97	26.42	26.12	338.90	327.20	14.95	17.15	41.03	47.07	500.50	1201.00	0.93	92.43	1.20	0.00
79	7/21/1999 0:00:00	12/30/1899 12:37:53	1.00	43.71	14.60	0.29	225.00	4.32	1.61	6.00	0.00	1.42	25.87	25.30	26.12	346.50	327.30	12.50	17.58	34.51	48.55	500.60	1199.00	0.86	92.44	1.20	0.00
79	7/21/1999 0:00:00	12/30/1899 12:37:53	2.00	60.21	14.50	0.29	225.00	4.28	1.59	6.00	0.00	1.42	25.85	25.29	26.11	345.60	326.50	12.72	17.77	35.16	49.11	500.40	1200.00	2.20	92.44	1.20	0.00
76	7/21/1999 0:00:00	12/30/1899 12:41:51	1.00	19.45	11.10	0.17	209.00	3.03	1.75	6.00	0.00	1.42	25.78	25.59	26.12	343.70	329.20	13.14	16.71	36.48	46.38	500.70	1201.00	0.48	92.44	1.20	0.00
76	7/21/1999 0:00:00	12/30/1899 12:41:51	2.00	32.95	11.30	0.17	207.00	3.03	1.76	6.00	0.00	1.42	25.78	25.58	26.12	344.60	329.90	13.04	16.61	36.19	46.10	500.50	1201.00	0.06	92.44	1.20	0.00
80	7/21/1999 0:00:00	12/30/1899 12:29:47	1.00	53.47	15.80	0.29	215.00	4.42	1.63	6.00	0.00	1.42	26.14	25.94	26.11	344.40	323.80	13.56	18.76	36.85	50.97	500.70	1200.00	0.01	92.43	1.20	0.00
80	7/21/1999 0:00:00	12/30/1899 12:29:47	2.00	78.96	15.60	0.26	203.00	3.85	1.54	6.00	0.00	1.42	26.12	25.90	26.11	338.00	317.90	15.11	19.64	41.10	53.42	500.60	1200.00	0.56	92.42	1.20	0.00
135	7/29/1999 0:00:00	12/30/1899 11:22:37	1.00	137.27	8.89	0.30	273.00	1.56	0.57	6.00	0.00	1.42	18.98	19.54	18.88	343.00	331.70	16.58	18.41	69.88	77.61	500.40	1200.00	0.31	92.81	0.00	0.53
135	7/29/1999 0:00:00	12/30/1899 11:22:37	2.00	141.02	7.56	0.40	293.00	2.02	0.58	6.00	0.00	1.42	18.98	19.52	18.89	343.40	333.60	15.92	18.30	67.10	77.11	500.50	1200.00	2.42	92.82	0.00	0.53
135	7/29/1999 0:00:00	12/30/1899 11:22:37	3.00	174.02	9.11	0.32	276.00	1.76	0.60	6.00	0.00	1.42	19.06	19.59	18.98	344.60	332.90	16.05	18.12	67.31	75.98	500.80	1201.00	0.11	92.82	0.00	0.53
115	7/28/1999 0:00:00	12/30/1899 12:02:00	1.00	66.71	16.30	0.38	246.00	2.81	0.82	5.00	0.00	1.64	18.71	19.07	18.61	349.10	331.90	12.13	14.89	52.24	64.15	500.50	1200.00	0.30	93.25	1.10	-0.01
115	7/28/1999 0:00:00	12/30/1899 12:02:00	2.00	96.71	15.70	0.34	240.00	2.55	0.82	5.00	0.00	1.64	18.72	19.07	18.62	347.30	330.70	12.38	14.89	53.28	64.07	500.40	1200.00	0.20	93.25	1.10	-0.01
113	7/28/1999 0:00:00	12/30/1899 11:10:40	1.00	5.96	14.90	0.19	191.00	1.40	0.75	6.00	0.00	1.42	17.40	17.89	17.31	349.90	331.50	12.33	13.98	57.64	65.38	500.50	1200.00	0.37	93.28	1.10	-0.01
113	7/28/1999 0:00:00	12/30/1899 11:10:40	2.00	16.46	14.70	0.21	204.00	1.52	0.75	6.00	0.00	1.42	17.40	17.90	17.30	350.20	332.00	12.14	13.94	56.77	65.18	500.40	1200.00	0.05	93.28	1.10	-0.01
166	7/30/1999 0:00:00	12/30/1899 11:33:46	1.00	122.27	11.80	0.21	239.00	2.57	1.23	6.00	0.00	1.42	23.26	23.16	23.47	358.50	343.30	14.38	17.40	46.61	56.43	500.60	1199.00	0.64	92.89	1.40	0.02
166	7/30/1999 0:00:00	12/30/1899 11:33:46	2.00	130.52	8.09	0.14	241.00	1.85	1.25	6.00	0.00	1.42	23.28	23.18	23.48	352.80	342.40	15.00	17.19	48.58	55.66	500.50	1198.00	0.17	92.89	1.40	0.02
168	7/30/1999 0:00:00	12/30/1899 11:47:01	1.00	95.26	14.10	0.21	214.00	2.94	1.40	6.00	0.00	1.42	25.20	24.79	25.26	356.00	337.90	15.27	18.73	44.09	54.08	500.70	1199.00	0.42	92.89	1.40	0.02
168	7/30/1999 0:00:00	12/30/1899 11:47:01	2.00	106.51	13.50	0.30	249.00	3.99	1.42	6.00	0.00	1.42	25.23	24.85	25.29	357.50	339.60	13.97	18.66	40.24	53.75	500.50	1200.00	0.09	92.89	1.40	0.02
169	7/30/1999 0:00:00	12/30/1899 11:56:59	1.00	79.75	17.40	0.30	226.00	3.84	1.37	6.00	0.00	1.42	26.42	25.68	26.62	362.40	339.90	16.41	20.92	44.09	56.19	500.60	1200.00	0.44	92.89	1.40	0.02
169	7/30/1999 0:00:00	12/30/1899 11:56:59	2.00	89.50	16.20	0.27	221.00	3.43	1.35	6.00	0.00	1.42	26.42	25.70	26.61	358.70	337.90	17.18	21.21	46.15	56.95	500.50	1199.00	0.49	92.89	1.40	0.02
170	7/30/1999 0:00:00	12/30/1899 11:49:41	1.00	64.26	12.90	0.22	220.00	3.36	1.60	6.00	0.00	1.42	25.58	25.44	25.62	350.80	333.90	13.98	17.94	39.45	50.63	500.20	1199.00	0.52	92.89	1.40	0.02
170	7/30/1999 0:00:00	12/30/1899 11:49:41	2.00	71.76	13.10	0.21	214.00	3.30	1.60	6.00	0.00	1.42	25.61	25.47	25.65	350.00	332.90	14.08	17.96	39.66	50.59	500.60	1200.00	0.26	92.89	1.40	0.02
167	7/30/1999 0:00:00	12/30/1899 11:37:30	1.00	79.02	10.20	0.17	223.00	2.32	1.36	6.00	0.00	1.42	23.90	23.99	23.95	346.80	333.70	14.90	17.63	46.48	54.98	500.50	1200.00	0.63	92.89	1.40	0.02
167	7/30/1999 0:00:00	12/30/1899 11:37:30	2.00	88.02	12.60	0.17	201.00	2.27	1.35	6.00	0.00	1.42	23.95	24.01	23.99	353.60	337.60	15.06	17.73	46.86	55.16	500.70	1200.00	0.22	92.89	1.40	0.02
112	7/28/1999 0:00:00	12/30/1899 11:06:44	1.00	25.96	12.70	0.17	201.00	1.36	0.82	6.00	0.00	1.42	17.44	18.23	17.33	352.80	337.00	12.12	13.73	56.52	64.03	500.40	1200.00	1.63	93.29	1.10	-0.01
112	7/28/1999 0:00:00	12/30/1899 11:06:44	2.00	37.21	11.70	0.14	193.00	1.22	0.84	6.00	0.00	1.42	17.45	18.20	17.32	352.20	337.60	11.95	13.39	55.73	62.44	500.40	1201.00	0.11	93.29	1.10	-0.01
116	7/28/1999 0:00:00	12/30/1899 11:57:58	1.00	94.21	17.20	0.30	214.00	2.12	0.77	6.00	0.00	1.42	18.61	19.02	18.57	346.20	324.70	12.87	15.38	55.78	66.64	500.40	1199.00	0.49	93.25	1.10	-0.01
116	7/28/1999 0:00:00	12/30/1899 11:57:58	2.00	112.96	17.30	0.31	219.00	2.24	0.78	6.00	0.00	1.42	18.63	19.05	18.58	347.60	326.00	12.64	15.28	54.69	66.12	500.40	1199.00	0.01	93.25	1.10	-0.01
114	7/28/1999 0:00:00	12/30/1899 11:21:41	1.00	46.20	14.30	0.20	208.00	1.44	0.72	6.00	0.00	1.42	17.39	17.91	17.36	352.60	334.90	12.56	14.26	58.75	66.73	500.60	1199.00	0.77	93.28	1.10	-0.01
114	7/28/1999 0:00:00	12/30/1899 11:21:41	2.00	56.70	13.70	0.19	205.00	1.34	0.71	6.00	0.00	1.42	17.41	17.94	17.38	350.80	333.90	12.84	14.42	60.03	67.43	500.40	1198.00	0.50	93.28	1.10	-0.01
165	7/30/1999 0:00:00	12/30/1899 11:24:40	1.00	128.78	15.60	0.20	203.00	2.18	1.12	6.00	0.00	1.42	22.70	22.75	22.66	367.00	347.40	15.25	17.81	51.13	59.75	500.60	1201.00	0.49	92.89	1.40	0.02
165	7/30/1999 0:00:00	12/30/1899 11:24:40	2.00	138.53	15.60	0.19	199.00	2.09	1.12	6.00	0.00	1.42	22.70	22.68	22.67	368.90	349.30	15.22	17.68	51.06	59.32	500.30	1201.00	0.04	92.88	1.40	0.02
127	7/28/1999 0:00:00	12/30/1899 13:08:18	1.00	108.69	16.00	0.25	210.00	2.47	1.03	6.00	0.00	1.42	20.96	21.21	20.88	349.40	329.20	13.17	16.08	49.31	60.22	500.60	1199.00	0.05	93.22	1.10	-0.01
127	7/28/1999 0:00:00	12/30/1899 13:08:18	2.00	122.94	15.30	0.32	233.00	3.05	1.06	6.00	0.00	1.42	20.94	21.21	20.87	349.00	329.40	12.12	15.72	45.42	58.92	500.60	1200.00	1.40	93.21	1.10	-0.01
129	7/28/1999 0:00:00	12/30/1899 13:21:30	1.00	69.68	13.70	0.34	247.00	3.10	1.01	6.00	0.00	1.42	21.17	21.23	21.13	345.70	328.00	12.63	16.29	46.69	60.22	500.50	1199.00	0.46	93.20	1.10	-0.01
129	7/28/1999 0:00:00	12/30/1899 13:21:30	2.00	80.93	13.90	0.36	249.00	3.24	1.02	6.00	0.00	1.42	21.17	21.23	21.13	346.00	328.10	12.38	16.21	45.75	59.89	500.50	1199.00	0.53	93.20	1.10	-0.01
124	7/28/1999 0:00:00	12/30/1899 12:49:24	1.00	82.21	13.60	0.24	224.00	2.38	1.03	6.00	0.00	1.42	20.87	21.23	20.75	347.40	330.20	13.31	16.11	50.10	60.64	500.50	1200.00	0.82	93.22	1.10	-0.01
124	7/28/1999 0:00:00	12/30/1899 12:49:24	2.00	136.96	13.50	0.26	230.00	2.48	1.01	6.00	0.00	1.42	20.97	21.34	20.85	346.20	329.00	13.55	16.48	50.72	61.68	500.50	1200.00	0.24	93.22	1.10	-0.01
177	7/30/1999 0:00:00	12/30/1899 12:07:58	1.00	62.99	13.30	0.23	230.00	3.32	1.51	6.00	0.00	1.42	24.96	24.37	25.23	359.00	341.70	12.82	16.74	37.53	49.00	500.50	1200.00	0.39	92.89	1.40	0.02
177	7/30/1999 0:00:00	12/30/1899 12:07:58	2.00	74.99	12.70	0.21	231.00	3.11	1.49	6.00	0.00	1.42	24.95	24.40	25.21	359.60	343.20	13.33	16.99	39.06	49.80	500.80	1200.00	0.09	92.89	1.40	0.02
178	7/30/1999 0:00:00	12/30/1899 12:10:40	1.00	66.74	9.48	0.12	221.00	1.89	1.45	6.00	0.00	1.42	24.43	24.24	24.61	367.60	355.40	14.82	17.05	44.81	51.55	500.80	1200.00	0.50	92.89	1.40	0.02
178	7/30/1999 0:00:00	12/30/1899 12:10:40	2.00	80.99	9.89	0.15	235.00	2.23	1.48	6.00	0.00	1.42	24.40	24.23	24.59	369.20	356.40	14.17	16.80	42.90	50.86	500.70	1199.00	0.24	92.88	1.40	0.02
179	7/30/1999 0:00:00	12/30/1899 12:17:08	1.00	70.23	12.40	0.21	243.00	2.45	1.18	6.00	0.00	1.42	23.39	22.91	23.66	367.70	351.80	14.61	17.49	47.01	56.30	500.60	1199.00	0.01	92.89	1.40	0.02
179	7/30/1999 0:00:00	12/30/1899 12:17:08	2.00	82.98	11.60	0.24	258.00	2.72	1.17	6.00	0.00	1.42	23.35	22.91	23.63	365.20	350.20	14.35	17.55	46.25	56.57	500.60	1200.00	0.28	92.88	1.40	0.02
